codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
I107A,AV-AC Salerno - Reggio Calabria AV Salerno-Reggio Calabria: Lotto 1a Battipaglia - Romagnano e progettazione di fattibilità tecnico-economica intero itinerario AV Salerno-Reggio Calabria: Lotti 1b+1c Romagnano - Praia ITER AV Salerno-Reggio Calabria: Raddoppio Galleria Santomarco AV Salerno-Reggio Calabria: Lotto 2 Praia-Paola,OpenStreetMap (relazione route=railway),17941980,Interconnessione Battipaglia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107A,AV-AC Salerno - Reggio Calabria AV Salerno-Reggio Calabria: Lotto 1a Battipaglia - Romagnano e progettazione di fattibilità tecnico-economica intero itinerario AV Salerno-Reggio Calabria: Lotti 1b+1c Romagnano - Praia ITER AV Salerno-Reggio Calabria: Raddoppio Galleria Santomarco AV Salerno-Reggio Calabria: Lotto 2 Praia-Paola,OpenStreetMap (relazione route=railway),6789381,Ferrovia Milano-Verona AV/AC,media,nome-parziale,ac,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107A,AV-AC Salerno - Reggio Calabria AV Salerno-Reggio Calabria: Lotto 1a Battipaglia - Romagnano e progettazione di fattibilità tecnico-economica intero itinerario AV Salerno-Reggio Calabria: Lotti 1b+1c Romagnano - Praia ITER AV Salerno-Reggio Calabria: Raddoppio Galleria Santomarco AV Salerno-Reggio Calabria: Lotto 2 Praia-Paola,OpenStreetMap (relazione route=railway),5381831,Ferrovia Salerno - Cancello,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107A,AV-AC Salerno - Reggio Calabria AV Salerno-Reggio Calabria: Lotto 1a Battipaglia - Romagnano e progettazione di fattibilità tecnico-economica intero itinerario AV Salerno-Reggio Calabria: Lotti 1b+1c Romagnano - Praia ITER AV Salerno-Reggio Calabria: Raddoppio Galleria Santomarco AV Salerno-Reggio Calabria: Lotto 2 Praia-Paola,OpenStreetMap (relazione route=railway),12454737,Napoli-Bari AV/AC,media,nome-parziale,ac,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),7343201,Ferrovia Napoli–Salerno (via Galleria Santa Lucia),media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),7795822,Tratto comune LMV / Salerno-Caserta,media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),17941980,Interconnessione Battipaglia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),6789381,Ferrovia Milano-Verona AV/AC,media,nome-parziale,ac,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),7781979,Ferrovia Pugliano-Vesuvio,media,nome-parziale,vesuvio,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I107B,"AV-AC Salerno - Reggio Calabria completamento AV Salerno-Reggio Calabria: Lotti di completamento (Collegamento linea a monte del Vesuvio - Battipaglia e tratte Paola - Lamezia, Lamezia - Gioia Tauro, Gioia Tauro - Villa S.Giovanni / Reggio Calabria) e progettazioni pregresse",OpenStreetMap (relazione route=railway),5381831,Ferrovia Salerno - Cancello,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I131,Ripristino linea dei bivi di Venezia Mestre Ripristino linea dei bivi di Venezia Mestre PROG PROG,OpenStreetMap (relazione route=railway),546969,Ferrovia Milano-Venezia,media,nome-parziale+comuni,venezia,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I131,Ripristino linea dei bivi di Venezia Mestre Ripristino linea dei bivi di Venezia Mestre PROG PROG,OpenStreetMap (relazione route=railway),532112,Ferrovia Padova - Venezia (Linea Storica),media,nome-parziale+comuni,venezia,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I131,Ripristino linea dei bivi di Venezia Mestre Ripristino linea dei bivi di Venezia Mestre PROG PROG,OpenStreetMap (relazione route=railway),553079,Ferrovia Primolano - Venezia Santa Lucia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I131,Ripristino linea dei bivi di Venezia Mestre Ripristino linea dei bivi di Venezia Mestre PROG PROG,OpenStreetMap (relazione route=railway),553281,Ferrovia Venezia Santa Lucia - Sacile,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),7358317,P.M. Vat - Cervignano Smistamento,alta,nome-parziale+comuni,cervignano,2,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),6335156,Udine - Cervignano A.G.,alta,nome-parziale+comuni,udine,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),11963564,Ferrovia Bertiolo-Palmanova-Savogna,media,nome-parziale+comuni,palmanova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),10964542,Ferrovia Palmanova - San Giorgio,media,nome-parziale+comuni,palmanova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),4547499,Ferrovia Udine-Cividale,media,nome-parziale+comuni,udine,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I133,Raddoppio Udine-Palmanova-Cervignano (Strassoldo),OpenStreetMap (relazione route=railway),11963290,Ferrovia Udine-Majano,media,nome-parziale+comuni,udine,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),546969,Ferrovia Milano-Venezia,alta,comuni,,3,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),15988417,Ferrovia Verona - Vicenza (AV/AC),alta,nome+comuni,verona|vicenza,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),1782127,Ferrovia Bologna - Verona,media,nome-parziale+comuni,verona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),6789381,Ferrovia Milano-Verona AV/AC,media,nome-parziale+comuni,ac,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),532112,Ferrovia Padova - Venezia (Linea Storica),media,nome-parziale+comuni,padova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I135,Linea AV/AC Verona-Padova 3° lotto funzionale: Tratta Vicenza-Padova,OpenStreetMap (relazione route=railway),7795886,Ferrovia Padova – Bologna,media,nome-parziale+comuni,padova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I137,Collegamento ferroviario aeroporto di Bergamo Collegamento ferroviario aeroporto di Bergamo,OpenStreetMap (relazione route=railway),2597121,Ferrovia Seregno-Bergamo,media,nome-parziale+comuni,bergamo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I137,Collegamento ferroviario aeroporto di Bergamo Collegamento ferroviario aeroporto di Bergamo,OpenStreetMap (relazione route=railway),10969713,Stazione di Bergamo,media,nome-parziale+comuni,bergamo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I137,Collegamento ferroviario aeroporto di Bergamo Collegamento ferroviario aeroporto di Bergamo,OpenStreetMap (relazione route=railway),2597120,Ferrovia Lecco-Brescia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),17940537,Ferrovia Roma-Fiumicino,alta,nome+comuni,roma|fiumicino,2,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),3152298,Ferrovia Lucca - Pisa,media,nome-parziale+comuni,pisa,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),9328966,Ferrovia Pisa-Tirrenia-Livorno,media,nome-parziale+comuni,pisa,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),17959804,Cintura Nord di Roma,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),1811976,Direttissima Firenze S.M.N. - Roma Termini,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG tratta Fiumicino-Ponte Galeria e bretelle di collegamento con la linea Pisa-Roma",OpenStreetMap (relazione route=railway),2178861,Italia - Città del Vaticano,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I138B,Potenziamento collegamenti ferroviari con aeroporto di Fiumicino Collegamento con futuro terminal nord e passante terminal nord - terminal sud,OpenStreetMap (relazione route=railway),17940537,Ferrovia Roma-Fiumicino,media,nome-parziale+comuni,fiumicino,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I139,Collegamento ferroviario aeroporto di Catania Fontanarossa,OpenStreetMap (relazione route=railway),11121598,Ferrovia dismessa per variante Carruba-Catania Centrale,media,nome-parziale+comuni,catania,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I139,Collegamento ferroviario aeroporto di Catania Fontanarossa,OpenStreetMap (relazione route=railway),4743096,Linea Catania - Caltagirone - Gela,media,nome-parziale+comuni,catania,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I139,Collegamento ferroviario aeroporto di Catania Fontanarossa,OpenStreetMap (relazione route=railway),382292,Linea Catania Centrale - Agrigento Centrale / Agrigento Bassa-Porto Empedocle / Motta S.A. - Paternò,media,nome-parziale+comuni,catania,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I139,Collegamento ferroviario aeroporto di Catania Fontanarossa,OpenStreetMap (relazione route=railway),3629581,Linea Messina - Siracusa,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),13165261,Linea Palermo Notarbartolo - Punta Raisi / Piraineto - Trapani / Palermo Centrale - Palermo Sampolo / Alcamo Dne - Catelvetrano - Trapani,alta,nome+comuni,trapani|palermo|trapani,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),13271799,Linea Agrigento Centrale - Palermo Centrale,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),15317508,Linea Caltanissetta Centrale - Palermo Centrale,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),10071532,Linea Messina Centrale - Palermo Centrale / Bivio Terme Vigliatore - Patti-San Piero Patti,media,nome-parziale+comuni,palermo,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),20989389,Chiusura Anello Ferroviario,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I162,Ripristino linea Palermo-Trapani via Milo Ripristino linea Palermo-Trapani via Milo,OpenStreetMap (relazione route=railway),10362602,Ferrovia Incompiuta Palermo-Salaparuta,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I170,Elettrificazione e ammodernamento linea Barletta-Canosa Elettrificazione e ammodernamento linea Barletta-Canosa,OpenStreetMap (relazione route=railway),12454737,Napoli-Bari AV/AC,bassa,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),17974718,Benevento - Bosco Redole,media,nome-parziale+comuni,benevento,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),17977510,Ferrovia Cancello-Avellino,media,nome-parziale+comuni,avellino,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),7343201,Ferrovia Napoli–Salerno (via Galleria Santa Lucia),media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),7795822,Tratto comune LMV / Salerno-Caserta,media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),1901567,Ferrovia della Valle Caudina,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",OpenStreetMap (relazione route=railway),5381831,Ferrovia Salerno - Cancello,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I174,Nuova stazione Taranto Nasisi Nuova stazione Taranto Nasisi,OpenStreetMap (relazione route=railway),16640417,Ferrovia Bari-Taranto,media,nome-parziale+comuni,taranto,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I177,"Completamento metropolitana di Salerno: tratta stadio Arechi-Pontecagnano Aeroporto Completamento metropolitana di Salerno: tratta stadio Arechi- Pontecagnano Aeroporto ASI Salerno - nuova stazione metropolitana - ""Zona Industriale""",OpenStreetMap (relazione route=railway),7343201,Ferrovia Napoli–Salerno (via Galleria Santa Lucia),media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I177,"Completamento metropolitana di Salerno: tratta stadio Arechi-Pontecagnano Aeroporto Completamento metropolitana di Salerno: tratta stadio Arechi- Pontecagnano Aeroporto ASI Salerno - nuova stazione metropolitana - ""Zona Industriale""",OpenStreetMap (relazione route=railway),7795822,Tratto comune LMV / Salerno-Caserta,media,nome-parziale+comuni,salerno,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I177,"Completamento metropolitana di Salerno: tratta stadio Arechi-Pontecagnano Aeroporto Completamento metropolitana di Salerno: tratta stadio Arechi- Pontecagnano Aeroporto ASI Salerno - nuova stazione metropolitana - ""Zona Industriale""",OpenStreetMap (relazione route=railway),5381831,Ferrovia Salerno - Cancello,media,nome-parziale,salerno,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),7270317,Ferrovia Pavia-Cremona,alta,nome-parziale+comuni,cremona,3,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),1412021,Ferrovia Brescia-Cremona,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),11516937,Ferrovia Cremona-Iseo,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),183626,Ferrovia Treviglio-Cremona,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,OpenStreetMap (relazione route=railway),6694905,Ferrovia Piacenza - Cremona,bassa,nome-parziale,cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),7270317,Ferrovia Pavia-Cremona,alta,nome-parziale+comuni,cremona,3,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),1412021,Ferrovia Brescia-Cremona,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),11516937,Ferrovia Cremona-Iseo,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),183626,Ferrovia Treviglio-Cremona,media,nome-parziale+comuni,cremona,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,OpenStreetMap (relazione route=railway),6694905,Ferrovia Piacenza - Cremona,bassa,nome-parziale,cremona,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),9180193,Ferrovia Firenze-Lucca,media,nome-parziale+comuni,firenze,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),3152298,Ferrovia Lucca - Pisa,media,nome-parziale+comuni,pisa,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),9328966,Ferrovia Pisa-Tirrenia-Livorno,media,nome-parziale+comuni,pisa,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),1811976,Direttissima Firenze S.M.N. - Roma Termini,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),6770774,La Spezia-Pisa,media,nome-parziale,pisa,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I179A,x Bretella di collegamento tra la linea Collesalvetti- Vada e la linea Firenze-Pisa,OpenStreetMap (relazione route=railway),2172727,Ferrovia Bologna-Firenze (alta velocità),bassa,nome-parziale+comuni,firenze,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I181,Quadruplicamento Tavazzano-Lodi,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),3414505,Ferrovia Parma-Brescia,alta,nome-parziale+comuni,brescia,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
